,,Danseur:mainD11,,,Danseur:mainD12,,,Danseur:mainD13,,,Danseur:tete1,,,Danseur:tete2,,,Danseur:tete3,,,Danseur:tete4,,,Danseur:epaules1,,,Danseur:epaules2,,,Danseur:epaules3,,,Danseur:epaules4,,,Danseur:brasD2,,,Danseur:brasD3,,,Danseur:colonne2,,,Danseur:colonne3,,,Danseur:colonne4,,,Danseur:homoplateD1,,,Danseur:piedD1,,,Danseur:piedD2,,,Danseur:piedD3,,,Danseur:piedG1,,,Danseur:piedG2,,,Danseur:piedG3,,,Danseur:mainG1,,,Danseur:mainG2,,,Danseur:mainG3,,,Danseur:avantbrasG1,,,Danseur:brasG2,,,Danseur:bassin1,,,Danseur:bassin4,,,Danseur:sternum1,,,Danseur:molletD1,,,Danseur:molletG1,,,Danseur:cuisseG1,,,Danseur:cuisseG2,,,Danseur:cuisseD1,,,Danseur:cuisseD21,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
85,0,597.004,11.779,927.118,666.264,22.8722,874.035,618.355,-54.5552,914.819,210.474,-177.961,1563.56,64.933,-183.196,1571.38,95.2671,18.6769,1610.54,188.052,3.51931,1591.07,285.634,-126.503,1376.38,135.634,-45.1729,1325.82,-21.9907,-127.864,1381.23,140.037,-162.371,1397.36,438.175,-135.7,1181.33,492.059,-98.1156,1114.77,142.345,-202.995,1136.6,110.06,-182.373,1008.36,192.903,-182.977,1004.5,237.622,-219.929,1289.87,252.43,-1.26419,66.0066,283.534,-134.961,114.167,241.14,-187.786,96.5527,-5.68404,-135.31,109.526,41.865,-176.096,83.9896,44.4585,8.1543,69.0386,-22.3123,12.2475,834.694,-73.8899,-35.9806,816.147,-48.8503,32.5714,773.024,-92.1926,-73.5127,1050.63,-84.2737,-111.886,1273.21,41.4486,-5.57976,960.121,251.579,-12.5251,974.588,147.819,19.4287,1193.12,292.355,-123.804,464.544,-18.9619,-129.73,475.189,-38.0503,-83.9507,824.492,-23.7133,-82.4212,616.202,322.832,-99.8716,840.079,313.905,-58.3098,715.747
86,0,598.658,12.5571,928.906,668.221,23.5121,876.021,619.756,-54.0768,916.27,210.256,-177.948,1563.55,64.5445,-183.012,1571.4,95.3349,18.8811,1610.45,188.104,3.60164,1591.01,285.51,-126.466,1376.41,135.491,-45.158,1325.82,-22.1236,-127.856,1381.21,139.913,-162.455,1397.37,438.438,-135.49,1181.74,492.612,-97.8957,1115.55,142.274,-203.083,1136.65,110.045,-182.384,1008.31,192.925,-182.966,1004.49,237.545,-219.958,1289.95,252.414,-1.2797,66.029,283.542,-134.948,114.187,241.164,-187.82,96.5757,-5.09512,-134.686,109.511,42.2497,-175.855,83.9131,44.9606,8.55264,68.8567,-22.2723,12.1766,834.614,-73.8393,-36.0819,816.077,-48.7781,32.4445,772.905,-92.2245,-73.4966,1050.57,-84.4042,-111.826,1273.17,41.5159,-5.56079,960.084,251.627,-12.5955,974.573,147.712,19.4428,1193.08,292.382,-123.818,464.549,-18.8356,-128.975,475.129,-37.8732,-83.7364,824.417,-23.2783,-82.0675,616.092,322.881,-99.9037,840.089,313.999,-58.3994,715.745
87,0,600.429,13.0189,930.348,670.054,24.0216,877.956,621.002,-52.9473,917.3,210.083,-177.988,1563.55,64.3084,-182.702,1571.42,95.3853,19.1113,1610.38,188.144,3.6993,1590.95,285.365,-126.424,1376.43,135.379,-45.0716,1325.82,-22.272,-127.798,1381.19,139.762,-162.474,1397.37,438.676,-135.309,1182.08,493.238,-97.5887,1116.26,142.215,-203.04,1136.65,110.014,-182.459,1008.34,192.893,-183.014,1004.52,237.484,-219.981,1290.02,252.422,-1.27602,66.0145,283.549,-134.968,114.189,241.157,-187.844,96.5883,-4.5356,-134.149,109.625,42.4589,-175.38,83.9152,45.3957,8.94077,68.6208,-22.2479,12.0567,834.555,-73.9041,-36.0928,815.999,-48.716,32.3564,772.848,-92.3007,-73.5438,1050.52,-84.5064,-111.782,1273.11,41.5862,-5.55733,959.987,251.656,-12.6328,974.615,147.603,19.443,1193.04,292.402,-123.91,464.547,-18.63,-127.931,475.041,-37.6437,-83.4397,824.307,-22.5611,-80.562,615.28,322.941,-99.9785,840.12,314.036,-58.4358,715.759
88,0,602.041,13.7532,931.884,672.024,24.6362,879.806,622.656,-53.0606,919.03,209.836,-178.093,1563.61,64.0662,-182.505,1571.44,95.4783,19.2999,1610.34,188.191,3.79095,1590.89,285.24,-126.408,1376.43,135.242,-45.0443,1325.75,-22.4089,-127.733,1381.13,139.613,-162.545,1397.41,438.834,-135.172,1182.34,493.85,-97.3905,1116.94,142.114,-203.088,1136.65,109.952,-182.414,1008.26,192.832,-183.097,1004.52,237.385,-219.927,1290.02,252.43,-1.27382,66.0158,283.528,-134.994,114.193,241.155,-187.847,96.5758,-4.03251,-133.676,109.747,42.991,-175.169,83.8705,45.7965,9.26893,68.5131,-22.1739,11.9095,834.418,-73.9021,-36.1326,815.937,-48.7009,32.2293,772.755,-92.3453,-73.5498,1050.47,-84.6142,-111.718,1273.07,41.6677,-5.44893,959.903,251.744,-12.7871,974.613,147.535,19.4717,1193.04,292.415,-123.972,464.535,-18.3604,-126.836,474.845,-37.4452,-83.118,824.218,-21.9781,-79.7043,615.114,323.027,-100.119,840.143,314.071,-58.5371,715.783
89,0,603.898,16.3427,934.927,673.815,25.0037,881.53,623.973,-52.4038,920.231,209.624,-178.12,1563.61,63.8416,-182.221,1571.38,95.5389,19.5595,1610.27,188.247,3.85212,1590.82,285.113,-126.433,1376.43,135.135,-45.0025,1325.74,-22.5386,-127.668,1381.12,139.495,-162.551,1397.41,439.025,-135.038,1182.6,494.405,-97.2259,1117.54,142.015,-203.064,1136.63,109.857,-182.396,1008.25,192.753,-183.189,1004.56,237.302,-219.998,1290.03,252.444,-1.29107,66.0279,283.541,-135.005,114.213,241.166,-187.83,96.5299,-3.63911,-133.272,109.818,43.2675,-174.914,83.9244,46.0728,9.44453,68.4152,-22.1891,11.7628,834.359,-73.9327,-36.2224,815.861,-48.6899,32.1164,772.68,-92.4141,-73.5936,1050.43,-84.7539,-111.679,1273.07,41.7654,-5.43355,959.828,251.775,-12.9505,974.606,147.411,19.4698,1193.02,292.429,-124.067,464.536,-18.2421,-125.938,474.795,-37.3061,-82.7268,824.153,-21.444,-78.8178,615.007,323.109,-100.283,840.18,314.136,-58.7088,715.787
90,0,605.468,14.7094,935.06,675.736,25.688,883.424,625.049,-50.9188,921.09,209.377,-178.157,1563.64,63.6097,-182.037,1571.37,95.6098,19.755,1610.22,188.277,3.90913,1590.77,284.984,-126.455,1376.4,135.013,-44.9928,1325.71,-22.6556,-127.588,1381.12,139.316,-162.606,1397.41,439.213,-134.892,1182.91,494.919,-97.0999,1118.21,141.876,-203.208,1136.69,109.755,-182.442,1008.22,192.667,-183.271,1004.59,237.167,-220.048,1290.04,252.456,-1.27954,66.0274,283.539,-135.022,114.197,241.124,-187.839,96.5751,-3.36022,-132.968,109.833,43.4976,-174.825,84.037,46.3152,9.56617,68.3265,-22.1907,11.5936,834.214,-73.9641,-36.264,815.828,-48.7227,32.053,772.635,-92.4528,-73.584,1050.43,-84.8683,-111.681,1273.04,41.9287,-5.32688,959.755,251.874,-13.0431,974.699,147.317,19.4692,1193,292.445,-124.187,464.525,-18.0858,-125.112,474.66,-37.1147,-82.1638,824.029,-21.006,-77.9379,614.85,323.21,-100.522,840.207,314.195,-58.9158,715.818
91,0,607.106,16.9896,937.589,677.421,26.1343,885.167,626.744,-51.2638,923.003,209.105,-178.108,1563.72,63.4265,-181.824,1571.38,95.6935,19.9706,1610.16,188.324,4.02052,1590.74,284.877,-126.502,1376.37,134.895,-44.9941,1325.73,-22.8109,-127.629,1381.17,139.208,-162.607,1397.41,439.392,-134.815,1183.22,495.419,-96.8938,1118.94,141.73,-203.283,1136.7,109.65,-182.403,1008.21,192.577,-183.378,1004.6,237.071,-220.075,1290.06,252.455,-1.30212,66.028,283.528,-135.037,114.21,241.09,-187.815,96.5116,-3.08431,-132.743,109.829,43.6712,-174.784,84.1612,46.5253,9.62624,68.1509,-22.2181,11.4703,834.191,-74.028,-36.3131,815.796,-48.7546,31.8892,772.571,-92.5188,-73.5934,1050.43,-84.9941,-111.625,1273.05,42.1501,-5.14387,959.613,252.032,-13.2326,974.728,147.197,19.5031,1192.99,292.446,-124.358,464.556,-18.0572,-124.342,474.433,-36.8641,-81.3353,823.876,-20.5973,-77.1515,614.762,323.299,-100.829,840.258,314.322,-59.2038,715.872
92,0,608.362,16.218,938.23,679.207,26.7647,887.008,628.079,-50.8417,924.262,208.959,-178.158,1563.7,63.2523,-181.621,1571.41,95.7411,20.138,1610.09,188.389,4.0787,1590.68,284.762,-126.525,1376.34,134.789,-45.0182,1325.7,-22.9256,-127.607,1381.17,139.06,-162.56,1397.39,439.552,-134.695,1183.52,495.923,-96.7042,1119.71,141.573,-203.406,1136.75,109.55,-182.422,1008.2,192.457,-183.541,1004.66,236.953,-220.165,1290.11,252.47,-1.32132,66.0505,283.518,-135.065,114.208,241.077,-187.854,96.509,-2.86365,-132.511,109.833,43.7769,-174.735,84.1139,46.6814,9.74103,68.0821,-22.2557,11.2442,834.126,-74.0839,-36.353,815.789,-48.8102,31.8107,772.574,-92.592,-73.5806,1050.44,-85.2469,-111.138,1272.93,42.4303,-5.05998,959.534,252.295,-13.3497,974.803,147.089,19.5965,1193,292.512,-124.487,464.57,-18.1206,-123.698,474.276,-36.5891,-80.4954,823.715,-20.2563,-76.3381,614.604,323.398,-101.202,840.27,314.514,-59.5334,715.892
93,0,610.114,18.2233,940.667,680.956,27.3418,888.696,629.472,-50.0832,925.621,208.782,-178.184,1563.73,63.1165,-181.6,1571.52,95.8374,20.3199,1610,188.456,4.12646,1590.6,284.644,-126.612,1376.31,134.675,-45.0244,1325.69,-23.055,-127.534,1381.21,138.929,-162.607,1397.43,439.777,-134.479,1183.84,496.41,-96.3907,1120.4,141.382,-203.55,1136.8,109.439,-182.419,1008.18,192.316,-183.78,1004.69,236.872,-220.218,1290.14,252.5,-1.31467,66.0701,283.524,-135.088,114.225,241.067,-187.816,96.5023,-2.72194,-132.329,109.843,43.8277,-174.667,84.1305,46.8491,9.80044,68.0346,-22.2883,11.1215,834.099,-74.1498,-36.3845,815.785,-48.8627,31.7036,772.556,-92.6743,-73.5749,1050.45,-85.366,-111.121,1272.97,42.7872,-4.93939,959.435,252.588,-13.5461,974.912,146.992,19.5541,1192.97,292.577,-124.696,464.539,-18.1253,-123.176,474.164,-36.3483,-79.7873,823.651,-19.9684,-75.6609,614.506,323.466,-101.665,840.331,314.703,-59.8804,715.973
94,0,611.565,19.1839,942.151,682.579,28.1493,890.448,630.784,-49.4034,926.987,208.502,-178.296,1563.95,63.0391,-181.374,1571.49,95.9395,20.5398,1609.9,188.493,4.1362,1590.5,284.503,-126.633,1376.26,134.57,-45.0795,1325.66,-23.1543,-127.461,1381.23,138.816,-162.549,1397.41,439.978,-134.274,1184.17,496.966,-96,1121,141.195,-203.612,1136.8,109.295,-182.354,1008.19,192.16,-183.919,1004.71,236.747,-220.325,1290.18,252.517,-1.33113,66.0463,283.506,-135.089,114.242,241.051,-187.865,96.5298,-2.58655,-132.16,109.847,43.8516,-174.647,84.1195,46.9752,9.88885,67.9467,-22.3617,11.0092,834.105,-74.2282,-36.4071,815.788,-48.9716,31.6927,772.577,-92.7844,-73.5538,1050.49,-85.4774,-111.098,1273.02,43.1836,-4.88381,959.259,252.948,-13.7802,974.976,146.905,19.5519,1193,292.653,-124.864,464.539,-18.1482,-122.676,474.094,-36.2336,-79.1108,823.648,-19.7887,-75.1474,614.443,323.542,-102.12,840.344,314.945,-60.2647,715.967
95,0,613.135,20.1361,943.704,684.203,28.6234,892.195,631.862,-48.0176,927.87,208.401,-178.481,1563.95,62.9262,-181.14,1571.51,96.0258,20.734,1609.77,188.528,4.21545,1590.43,284.383,-126.749,1376.24,134.473,-45.0881,1325.66,-23.2872,-127.382,1381.26,138.671,-162.493,1397.4,440.194,-134.055,1184.47,497.465,-95.6782,1121.67,141.032,-203.696,1136.8,109.157,-182.298,1008.16,192.005,-184.223,1004.79,236.624,-220.551,1290.26,252.534,-1.31977,66.0582,283.529,-135.112,114.258,241.051,-187.875,96.5559,-2.50724,-131.971,109.791,43.8801,-174.631,84.1356,47.0895,9.94273,67.8854,-22.4393,10.8853,834.098,-73.7063,-37.1996,816.16,-49.1258,31.6406,772.584,-92.9069,-73.5253,1050.54,-85.6301,-111.054,1273.08,43.5978,-4.61659,959.119,253.302,-14.0643,974.987,146.843,19.4583,1192.98,292.752,-125.074,464.548,-18.1445,-122.085,474.012,-36.1565,-78.5766,823.663,-19.659,-74.7889,614.404,323.602,-102.615,840.352,315.197,-60.6402,716.008
96,0,614.438,20.2002,945.113,685.847,29.0442,893.883,633.576,-48.4484,929.812,208.373,-178.284,1563.79,62.8765,-181.035,1571.59,96.1241,20.85,1609.65,188.612,4.23953,1590.29,284.216,-126.958,1376.22,134.368,-45.1866,1325.63,-23.4105,-127.302,1381.28,138.535,-162.462,1397.39,440.443,-133.88,1184.85,497.96,-95.4503,1122.41,140.861,-203.738,1136.84,109.015,-182.211,1008.15,191.834,-184.37,1004.77,236.467,-220.674,1290.28,252.549,-1.33995,66.0786,283.548,-135.139,114.243,241.048,-187.867,96.5415,-2.42701,-131.848,109.759,43.8747,-174.596,84.1683,47.1953,9.97789,67.8311,-22.5377,10.7682,834.11,-73.8015,-37.2111,816.211,-49.2085,31.5559,772.604,-93.0816,-73.5169,1050.58,-85.7731,-110.919,1273.16,43.9751,-4.48565,958.995,253.699,-14.3685,975.023,146.805,19.4222,1192.99,292.838,-125.287,464.533,-17.9433,-122.018,474.173,-36.0156,-78.1459,823.626,-19.6155,-74.4544,614.336,323.629,-103.126,840.349,315.462,-61.0769,715.979
97,0,615.779,20.6938,946.552,687.417,29.8167,895.519,634.745,-47.8691,931.084,208.271,-178.331,1563.81,62.8167,-181.006,1571.77,96.2249,20.9856,1609.54,188.678,4.23637,1590.17,284.077,-127.072,1376.19,134.337,-45.2149,1325.63,-23.5289,-127.237,1381.32,138.438,-162.383,1397.36,440.678,-133.672,1185.19,498.469,-95.0821,1123.14,140.661,-203.686,1136.76,108.839,-182.113,1008.13,191.661,-184.436,1004.74,236.337,-220.861,1290.3,252.581,-1.33268,66.0952,283.561,-135.18,114.26,241.076,-187.864,96.4956,-2.38119,-131.757,109.751,43.8565,-174.623,84.1999,47.2845,9.98288,67.7967,-22.6137,10.6256,834.08,-73.919,-37.1848,816.222,-49.284,31.4994,772.661,-93.2522,-73.4997,1050.64,-85.9437,-110.767,1273.2,44.3722,-4.11303,958.931,253.983,-14.8532,975.06,146.813,19.2605,1192.98,292.95,-125.537,464.57,-17.9114,-121.558,474.191,-35.921,-77.7894,823.64,-19.5044,-74.2919,614.315,323.675,-103.713,840.37,315.754,-61.5594,715.99
98,0,617.211,21.7112,948.162,689.03,30.363,897.366,636.1,-47.1383,932.382,208.176,-178.407,1563.81,62.7863,-180.891,1571.89,96.373,21.1182,1609.43,188.768,4.29639,1590.02,283.923,-127.309,1376.17,134.282,-45.2445,1325.64,-23.6429,-127.104,1381.31,138.304,-162.369,1397.34,440.948,-133.593,1185.6,498.999,-94.7176,1123.87,140.454,-203.701,1136.75,108.696,-182.031,1008.12,191.492,-184.496,1004.74,236.16,-221.113,1290.37,252.608,-1.35349,66.0976,283.589,-135.209,114.278,241.07,-187.927,96.5192,-2.34502,-131.661,109.769,43.8418,-174.536,84.1252,47.3224,10.0555,67.76,-22.7042,10.5561,834.068,-74.0961,-37.1659,816.236,-49.3878,31.429,772.665,-93.4358,-73.4435,1050.68,-86.1437,-110.584,1273.24,44.7979,-3.81204,958.836,253.665,-16.0781,974.931,146.842,19.1705,1192.97,293.061,-125.799,464.556,-18.017,-120.827,474.028,-35.8246,-77.4594,823.619,-19.4347,-74.055,614.307,323.724,-104.317,840.397,316.04,-62.0404,716.051
99,0,618.535,22.0291,949.4,690.509,30.7382,898.98,637.309,-46.5498,933.786,208.103,-178.429,1563.85,62.763,-180.785,1572.07,96.4721,21.179,1609.32,188.85,4.2896,1589.88,283.784,-127.591,1376.19,134.249,-45.3047,1325.66,-23.771,-126.958,1381.32,138.183,-162.381,1397.3,441.221,-133.476,1185.96,499.425,-94.5189,1124.51,140.275,-203.765,1136.75,108.55,-182,1008.14,191.368,-184.544,1004.76,236,-221.34,1290.38,252.641,-1.37913,66.0954,283.625,-135.245,114.254,241.098,-187.984,96.5304,-2.29267,-131.645,109.745,43.7661,-174.545,84.1843,47.3625,10.0571,67.7355,-22.8175,10.4761,834.051,-74.7403,-36.5638,815.975,-49.4439,31.4105,772.704,-93.631,-73.3587,1050.72,-86.2947,-110.316,1273.27,45.1131,-3.52482,958.83,253.995,-16.4685,974.832,146.92,19.1133,1193,293.123,-126.025,464.594,-17.9836,-120.579,474.026,-35.7424,-77.0769,823.56,-19.3445,-73.827,614.279,323.808,-104.818,840.428,316.287,-62.49,716.068
100,0,619.781,22.4237,950.76,692.14,31.3613,900.656,638.226,-45.1152,934.52,208.062,-178.576,1563.92,62.7695,-180.761,1572.17,96.5974,21.281,1609.19,188.923,4.24681,1589.71,283.659,-127.842,1376.24,134.238,-45.3547,1325.67,-23.8807,-126.815,1381.33,138.049,-162.391,1397.3,441.502,-133.338,1186.34,499.897,-94.2952,1125.15,140.108,-203.749,1136.72,108.466,-181.856,1008.09,191.252,-184.639,1004.78,235.818,-221.546,1290.43,252.651,-1.38134,66.1291,283.642,-135.267,114.253,241.093,-187.957,96.4829,-2.3437,-131.621,109.763,43.7808,-174.559,84.1668,47.3653,10.0854,67.738,-22.9209,10.401,834.033,-74.9768,-36.5896,816.021,-49.5622,31.3909,772.693,-93.8322,-73.2798,1050.77,-86.44,-110.122,1273.3,45.4164,-3.33177,958.757,254.229,-16.673,974.831,147.037,19.0165,1192.99,293.204,-126.326,464.627,-17.949,-120.409,474.035,-35.6182,-76.6642,823.513,-19.2773,-73.6659,614.296,323.828,-105.216,840.432,316.503,-62.9404,716.072
101,0,621.003,21.3337,951.343,693.403,31.8023,902.433,639.372,-44.66,935.938,207.975,-178.617,1563.95,62.7343,-180.644,1572.34,96.7239,21.3895,1609.06,189.038,4.21732,1589.55,283.551,-128.123,1376.3,134.258,-45.4477,1325.69,-23.9646,-126.673,1381.31,137.904,-162.493,1397.31,441.743,-133.232,1186.7,500.366,-94.0983,1125.82,139.984,-203.784,1136.72,108.355,-181.876,1008.13,191.131,-184.749,1004.79,235.673,-221.714,1290.44,252.673,-1.391,66.1031,283.636,-135.328,114.271,241.088,-187.987,96.4507,-2.35178,-131.643,109.765,43.7476,-174.552,84.1529,47.3363,10.0858,67.7187,-23.0652,10.3658,833.984,-75.1825,-36.5238,816.028,-49.6899,31.4483,772.69,-94.0195,-73.1189,1050.8,-86.5651,-109.83,1273.3,45.6342,-3.21404,958.664,254.409,-16.8467,974.776,147.184,18.8937,1192.99,293.486,-126.86,464.626,-17.9027,-120.29,474.023,-35.5159,-76.4072,823.481,-19.1747,-73.3908,614.289,323.863,-105.581,840.426,316.66,-63.3152,716.034
102,0,622.338,23.5487,953.822,694.945,32.391,904.057,640.762,-45.3294,937.77,207.945,-178.761,1564.02,62.6972,-180.52,1572.41,96.8708,21.4496,1608.97,189.14,4.17697,1589.41,283.433,-128.375,1376.35,134.288,-45.4982,1325.73,-24.0543,-126.515,1381.32,137.809,-162.575,1397.28,441.953,-133.265,1187.07,500.802,-93.9995,1126.54,139.852,-203.836,1136.75,108.308,-181.816,1008.13,191.079,-184.803,1004.8,235.54,-221.944,1290.48,252.681,-1.41022,66.115,283.623,-135.358,114.275,241.078,-188.006,96.488,-2.3358,-131.67,109.777,43.7479,-174.511,84.1003,47.3509,10.0731,67.6853,-23.1909,10.368,833.904,-75.3805,-36.4349,816.023,-49.8685,31.4598,772.675,-94.2415,-72.9101,1050.86,-86.6764,-109.533,1273.31,45.8566,-3.12357,958.629,254.959,-16.221,975.041,147.354,18.8306,1193.03,293.509,-127.074,464.649,-17.8397,-120.214,474.007,-35.4399,-76.1957,823.463,-19.0463,-73.1477,614.29,323.902,-105.875,840.428,316.769,-63.595,715.993
103,0,623.625,24.3435,955.405,696.306,32.8235,905.719,641.73,-44.8431,938.951,207.899,-178.825,1564.03,62.668,-180.3,1572.55,97.0179,21.4953,1608.87,189.288,4.18333,1589.24,283.354,-128.69,1376.43,134.336,-45.5214,1325.76,-24.1422,-126.36,1381.32,137.649,-162.61,1397.23,442.185,-133.207,1187.38,501.18,-93.7776,1127.14,139.773,-203.895,1136.75,108.269,-181.776,1008.14,191.042,-184.848,1004.83,235.405,-222.104,1290.49,252.693,-1.42578,66.1065,283.621,-135.392,114.27,241.033,-188.023,96.4537,-2.32548,-131.659,109.767,43.7809,-174.582,84.1984,47.3344,10.1103,67.7232,-23.321,10.3606,833.817,-75.6419,-36.3009,816.02,-50.093,31.49,772.676,-94.4558,-72.5717,1050.82,-86.7869,-109.26,1273.29,46.0012,-2.99712,958.583,255.082,-16.3407,975.015,147.564,18.7707,1193.1,293.509,-127.234,464.64,-17.7789,-120.126,473.986,-35.3326,-76.0034,823.44,-18.9315,-72.9682,614.271,323.975,-106.142,840.455,316.844,-63.8381,715.963
104,0,624.722,24.4142,956.599,697.643,33.2287,907.451,642.821,-44.2493,940.222,207.882,-178.93,1564.06,62.6619,-180.151,1572.64,97.1632,21.5538,1608.77,189.41,4.13695,1589.11,283.279,-128.957,1376.48,134.379,-45.6047,1325.78,-24.2119,-126.168,1381.27,137.508,-162.752,1397.31,442.358,-133.119,1187.65,501.568,-93.646,1127.8,139.702,-203.913,1136.75,108.274,-181.692,1008.12,191.057,-184.872,1004.84,235.295,-222.339,1290.54,252.699,-1.42874,66.1157,283.626,-135.408,114.265,241.034,-187.999,96.3677,-2.33206,-131.689,109.82,43.7916,-174.569,84.1468,47.3435,10.1218,67.7099,-23.4784,10.3749,833.714,-75.8783,-36.1635,816.043,-50.359,31.6203,772.655,-94.6414,-72.3027,1050.84,-86.8742,-108.991,1273.29,46.1272,-2.9013,958.526,255.139,-16.5352,974.999,147.779,18.6718,1193.16,293.552,-127.379,464.637,-17.711,-120.06,473.968,-35.031,-75.7897,823.392,-18.8676,-72.8413,614.266,324.012,-106.331,840.431,316.892,-63.9898,715.936
105,0,625.937,24.8919,958.073,699.05,33.7128,909.254,644.034,-44.5631,941.538,207.811,-179.046,1564.12,62.5376,-180.234,1572.76,97.2943,21.523,1608.68,189.567,4.07558,1588.99,283.227,-129.224,1376.55,134.471,-45.6984,1325.82,-24.2852,-126.02,1381.28,137.397,-162.809,1397.26,442.553,-133.158,1187.92,502,-93.6469,1128.42,139.641,-203.95,1136.71,108.283,-181.742,1008.22,191.082,-184.985,1004.91,235.188,-222.553,1290.59,252.701,-1.42385,66.1287,283.626,-135.408,114.289,240.998,-188.07,96.4088,-2.31956,-131.703,109.8,43.7612,-174.567,84.1406,47.3271,10.1447,67.7265,-23.6346,10.4172,833.571,-76.1917,-35.9462,816.048,-50.6054,31.8157,772.656,-94.7929,-72.0548,1050.84,-86.9259,-108.655,1273.3,46.224,-2.84021,958.463,255.243,-16.635,974.981,147.996,18.6274,1193.25,293.578,-127.487,464.621,-17.638,-119.901,473.973,-34.9589,-75.729,823.364,-18.805,-72.7337,614.27,324.087,-106.464,840.412,316.93,-64.1137,715.93
106,0,627.168,25.7845,959.561,700.353,34.2733,910.823,644.488,-42.5274,941.709,207.772,-179.171,1564.16,62.5019,-180.32,1572.91,97.44,21.5606,1608.64,189.695,4.03422,1588.9,283.179,-129.506,1376.61,134.558,-45.8005,1325.86,-24.3161,-125.837,1381.25,137.24,-162.966,1397.23,442.742,-133.139,1188.19,502.406,-93.5698,1128.98,139.583,-203.997,1136.74,108.324,-181.747,1008.27,191.127,-184.987,1004.96,235.105,-222.722,1290.59,252.697,-1.46383,66.1135,283.614,-135.435,114.279,241.02,-188.006,96.4005,-2.31869,-131.708,109.819,43.7956,-174.572,84.1627,47.3143,10.1667,67.7197,-23.784,10.5543,833.427,-76.5066,-35.7658,816.053,-50.8515,31.9221,772.623,-94.9248,-71.7571,1050.87,-87.0064,-108.422,1273.33,46.2946,-2.81972,958.419,255.343,-16.7347,974.947,148.231,18.5768,1193.33,293.635,-127.572,464.636,-17.604,-119.802,473.954,-34.9504,-75.7563,823.405,-18.7854,-72.6237,614.243,324.105,-106.502,840.392,316.944,-64.1559,715.934
107,0,628.27,26.0053,961.049,701.623,34.6366,912.399,645.845,-43.2241,943.539,207.817,-179.304,1564.13,62.4107,-180.203,1572.98,97.6041,21.5885,1608.57,189.811,3.93641,1588.81,283.164,-129.78,1376.67,134.663,-45.8737,1325.88,-24.3652,-125.679,1381.22,137.152,-163.06,1397.27,442.919,-133.116,1188.39,502.851,-93.536,1129.56,139.552,-203.995,1136.69,108.382,-181.763,1008.31,191.17,-185.038,1004.99,235.021,-222.899,1290.6,252.692,-1.4544,66.133,283.618,-135.412,114.296,241.018,-188.018,96.4032,-2.29055,-131.686,109.844,43.7815,-174.521,84.1375,47.2884,10.1487,67.7143,-23.9567,10.6183,833.302,-76.8205,-35.6078,816.068,-51.1,32.0512,772.591,-95.0262,-71.5232,1050.98,-87.0214,-108.154,1273.35,46.3689,-2.80881,958.425,255.402,-16.7181,974.947,148.452,18.6201,1193.37,293.67,-127.565,464.618,-17.5915,-119.751,473.944,-34.944,-75.8341,823.456,-18.7854,-72.6222,614.204,324.144,-106.554,840.411,316.979,-64.1593,715.933
108,0,629.312,26.4459,962.398,702.966,35.0651,914.116,646.547,-42.2473,944.32,207.812,-179.334,1564.11,62.4017,-180.255,1573.05,97.7518,21.6241,1608.54,189.973,3.85225,1588.74,283.151,-129.985,1376.71,134.777,-45.9671,1325.91,-24.3649,-125.501,1381.21,137.097,-163.114,1397.26,443.098,-133.103,1188.58,503.275,-93.4592,1130.09,139.499,-204.057,1136.71,108.402,-181.851,1008.37,191.222,-185.153,1005.07,234.965,-223.064,1290.62,252.716,-1.47526,66.0981,283.652,-135.464,114.234,241.049,-188.095,96.4462,-2.31662,-131.718,109.837,43.7575,-174.589,84.1719,47.2801,10.1756,67.7338,-24.1184,10.7065,833.188,-77.1087,-35.4464,816.072,-51.3387,32.2036,772.515,-95.094,-71.1585,1051,-87.0193,-107.992,1273.4,46.406,-2.81113,958.399,255.481,-16.731,974.957,148.638,18.5484,1193.44,293.731,-127.553,464.649,-17.573,-119.78,473.933,-34.861,-75.8911,823.465,-18.7817,-72.5938,614.181,324.17,-106.546,840.428,317.012,-64.1328,715.93
